STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,HPCP,Measurement_Flag,Quality_Flag
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20110929 03:00,0.43, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20110929 04:00,0.0,T, 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20110929 06:00,0.02, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20110929 07:00,0.0,T, 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20110929 11:00,0.0,T, 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20110929 13:00,0.0,T, 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20110929 15:00,0.0,T, 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20110929 17:00,0.0,T, 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20110929 18:00,0.42, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20110929 19:00,0.02, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111001 00:00,0.12, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111001 01:00,0.12, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111001 02:00,0.09, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111001 03:00,0.07, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111001 05:00,0.0,T, 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111001 06:00,0.0,T, 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111001 07:00,0.01, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111001 08:00,0.05, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111001 09:00,0.0,T, 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111002 03:00,0.0,T, 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111002 04:00,0.0,T, 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111002 06:00,0.0,T, 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111002 07:00,0.0,T, 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111003 07:00,0.0,T, 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111003 08:00,0.03, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111003 09:00,0.0,T, 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111003 19:00,0.0,T, 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111003 20:00,0.02, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111003 21:00,0.0,T, 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111003 22:00,0.01, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111003 23:00,0.0,T, 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111004 00:00,0.01, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111004 01:00,0.01, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111004 02:00,0.03, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111004 03:00,0.28, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111004 04:00,0.61, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111004 05:00,0.14, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111004 06:00,0.02, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111004 14:00,0.0,T, 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111004 15:00,0.0,T, 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111004 16:00,0.0,T, 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111004 19:00,0.0,T, 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111004 20:00,0.01, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111004 21:00,0.01, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111004 22:00,0.0,T, 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111004 23:00,0.01, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111005 00:00,0.0,T, 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111005 01:00,0.0,T, 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111012 22:00,0.01, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111012 23:00,0.02, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111013 00:00,0.05, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111013 01:00,0.01, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111013 02:00,0.03, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111013 03:00,0.01, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111013 04:00,0.06, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111013 05:00,0.07, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111013 06:00,0.13, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111013 07:00,0.23, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111013 08:00,0.27, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111013 09:00,0.06, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111013 10:00,0.02, , 
COOP:190770,BOSTON MA US,3.7,42.3606,-71.0106,20111013 11:00,0.03, , 
